RULE_NUMBER	N_VARS	TP	TN	FP	FN	ACC	SUPP	FPR	GR	SUPDIFF	NRULES	AUC	WRACC	TPR	CONF	FISHER	GAIN	
687.0	4.000000	144.000000	4564.000000	0.000000	678.000000	--------	0.026736	0.000000	INFINITY	0.026736	0.000000	--------	0.301064	0.175182	1.000000	0.000000	0.658622	
689.0	4.000000	72.000000	4564.000000	0.000000	750.000000	--------	0.013368	0.000000	INFINITY	0.013368	0.000000	--------	0.226841	0.087591	1.000000	0.000000	0.329311	
690.0	4.000000	72.000000	4564.000000	0.000000	750.000000	--------	0.013368	0.000000	INFINITY	0.013368	0.000000	--------	0.226841	0.087591	1.000000	0.000000	0.329311	
691.0	4.000000	72.000000	4564.000000	0.000000	750.000000	--------	0.013368	0.000000	INFINITY	0.013368	0.000000	--------	0.226841	0.087591	1.000000	0.000000	0.329311	
692.0	4.000000	98.000000	4521.000000	43.000000	724.000000	--------	0.018195	0.009422	12.654105	0.010212	0.000000	--------	0.245660	0.119221	0.695035	0.000000	0.404857	
695.0	4.000000	56.000000	4559.000000	5.000000	766.000000	--------	0.010397	0.001096	62.185888	0.009469	0.000000	--------	0.209419	0.068127	0.918033	0.000000	0.250305	
696.0	4.000000	80.000000	4554.000000	10.000000	742.000000	--------	0.014853	0.002191	44.418491	0.012997	0.000000	--------	0.233232	0.097324	0.888889	0.000000	0.354438	
697.0	4.000000	148.000000	4543.000000	21.000000	674.000000	--------	0.027479	0.004601	39.130576	0.023580	0.000000	--------	0.301289	0.180049	0.875740	0.000000	0.653027	
698.0	4.000000	148.000000	4560.000000	4.000000	674.000000	--------	0.027479	0.000876	205.435523	0.026736	0.000000	--------	0.304445	0.180049	0.973684	0.000000	0.672116	
701.0	4.000000	72.000000	4564.000000	0.000000	750.000000	--------	0.013368	0.000000	INFINITY	0.013368	0.000000	--------	0.226841	0.087591	1.000000	0.000000	0.329311	
702.0	4.000000	84.000000	4552.000000	12.000000	738.000000	--------	0.015596	0.002629	38.866180	0.013368	0.000000	--------	0.236984	0.102190	0.875000	0.000000	0.370551	
703.0	4.000000	80.000000	4540.000000	24.000000	742.000000	--------	0.014853	0.005259	18.507705	0.010397	0.000000	--------	0.230632	0.097324	0.769231	0.000000	0.340367	
704.0	4.000000	148.000000	4544.000000	20.000000	674.000000	--------	0.027479	0.004382	41.087105	0.023765	0.000000	--------	0.301475	0.180049	0.880952	0.000000	0.654096	
